District,Total Positive,Discharged,Active,Death,Date
Thanjavur,19518,18684,567,267,29-03-2021
Theni,17280,17018,55,207,29-03-2021
Thirupathur,7789,7566,95,128,29-03-2021
Thiruvallur,45843,44559,575,709,29-03-2021
Thiruvannamalai,19661,19307,69,285,29-03-2021
Thiruvarur,11914,11483,317,114,29-03-2021
Thoothukudi,16530,16291,96,143,29-03-2021
Tirunelveli,16024,15679,130,215,29-03-2021
Tiruppur,19216,18656,334,226,29-03-2021
Trichy,15511,15070,257,184,29-03-2021
Vellore,21419,20896,169,354,29-03-2021
Villupuram,15471,15254,104,113,29-03-2021
Virudhunagar,16844,16569,43,232,29-03-2021
AirportSurveillance(International),972,964,7,1,29-03-2021
AirportSurveillance(Domestic),1051,1046,4,1,29-03-2021
RailwaySurveillance,428,428,0,0,29-03-2021
Ariyalur,4812,4724,39,49,30-03-2021
Chengalpattu,56073,53692,1566,815,30-03-2021
Chennai,248031,237900,5895,4236,30-03-2021
Coimbatore,58679,56599,1387,693,30-03-2021
Cuddalore,25655,25112,253,290,30-03-2021
Dharmapuri,6773,6662,56,55,30-03-2021
Dindigul,11856,11507,148,201,30-03-2021
Erode,15316,14986,180,150,30-03-2021
Kallakurichi,10946,10817,21,108,30-03-2021
Kancheepuram,30483,29596,430,457,30-03-2021
Kanyakumari,17507,17054,190,263,30-03-2021
Karur,5639,5535,52,52,30-03-2021
Krishnagiri,8441,8193,129,119,30-03-2021
Madurai,21778,21027,286,465,30-03-2021
Nagapattinam,9122,8677,306,139,30-03-2021
Namakkal,12093,11840,142,111,30-03-2021
Nilgiris,8648,8468,130,50,30-03-2021
Perambalur,2305,2280,4,21,30-03-2021
Pudukottai,11852,11612,80,160,30-03-2021
Ramanathapuram,6550,6375,38,137,30-03-2021
Ranipet,16453,16141,122,190,30-03-2021
Salem,33436,32670,298,468,30-03-2021
Sivagangai,6983,6755,101,127,30-03-2021
Tenkasi,8699,8459,79,161,30-03-2021
Thanjavur,19636,18792,574,270,30-03-2021
Theni,17291,17031,53,207,30-03-2021
Thirupathur,7799,7582,89,128,30-03-2021
Thiruvallur,45920,44637,573,710,30-03-2021
Thiruvannamalai,19674,19317,72,285,30-03-2021
Thiruvarur,11966,11519,333,114,30-03-2021
Thoothukudi,16538,16298,97,143,30-03-2021
Tirunelveli,16058,15695,148,215,30-03-2021
Tiruppur,19269,18692,351,226,30-03-2021
Trichy,15558,15088,286,184,30-03-2021
Vellore,21455,20918,183,354,30-03-2021
Villupuram,15485,15271,101,113,30-03-2021
Virudhunagar,16862,16587,43,232,30-03-2021
AirportSurveillance(International),974,966,7,1,30-03-2021
AirportSurveillance(Domestic),1051,1046,4,1,30-03-2021
RailwaySurveillance,428,428,0,0,30-03-2021
Ariyalur,4814,4729,36,49,31-03-2021
Chengalpattu,56330,53822,1690,818,31-03-2021
Chennai,248965,238467,6255,4243,31-03-2021
Coimbatore,58960,56715,1551,694,31-03-2021
Cuddalore,25706,25132,283,291,31-03-2021
Dharmapuri,6781,6670,56,55,31-03-2021
Dindigul,11880,11526,152,202,31-03-2021
Erode,15352,15011,191,150,31-03-2021
Kallakurichi,10951,10818,25,108,31-03-2021
Kancheepuram,30584,29652,475,457,31-03-2021
Kanyakumari,17537,17076,198,263,31-03-2021
Karur,5650,5541,57,52,31-03-2021
Krishnagiri,8468,8204,145,119,31-03-2021
Madurai,21814,21048,301,465,31-03-2021
Nagapattinam,9164,8696,327,141,31-03-2021
Namakkal,12111,11853,147,111,31-03-2021
Nilgiris,8666,8484,132,50,31-03-2021
Perambalur,2307,2280,6,21,31-03-2021
Pudukottai,11874,11619,95,160,31-03-2021
Ramanathapuram,6554,6379,38,137,31-03-2021
Ranipet,16475,16149,136,190,31-03-2021
Salem,33488,32716,304,468,31-03-2021
Sivagangai,6998,6764,107,127,31-03-2021
Tenkasi,8717,8467,89,161,31-03-2021
Thanjavur,19741,18889,581,271,31-03-2021
Theni,17299,17039,53,207,31-03-2021
Thirupathur,7806,7594,84,128,31-03-2021
Thiruvallur,46060,44742,607,711,31-03-2021
Thiruvannamalai,19692,19329,78,285,31-03-2021
Thiruvarur,12014,11550,349,115,31-03-2021
Thoothukudi,16554,16304,107,143,31-03-2021
Tirunelveli,16092,15716,161,215,31-03-2021
Tiruppur,19324,18733,365,226,31-03-2021
Trichy,15615,15099,331,185,31-03-2021
Vellore,21490,20939,197,354,31-03-2021
Villupuram,15507,15288,106,113,31-03-2021
Virudhunagar,16875,16595,48,232,31-03-2021
AirportSurveillance(International),974,966,7,1,31-03-2021
AirportSurveillance(Domestic),1056,1046,9,1,31-03-2021
RailwaySurveillance,428,428,0,0,31-03-2021
Ariyalur,4820,4735,36,49,01-04-2021
Chengalpattu,56602,53965,1817,820,01-04-2021
Chennai,250000,239056,6695,4249,01-04-2021
Coimbatore,59247,56836,1717,694,01-04-2021
Cuddalore,25746,25162,292,292,01-04-2021
Dharmapuri,6783,6677,51,55,01-04-2021
Dindigul,11906,11540,164,202,01-04-2021
Erode,15384,15037,197,150,01-04-2021
